	name	full_name	X	y	mean_VEC	VEC_dif	mean_electronegativity	electronegativity_dif	atom_radius_dif	a2	melting_point_dif	Smix	aomiga	Hmix	Hmix_dif	Hmix_z	Hmix_p	Hmix_n	phase	label
1083	Mg65Cu15Zn10Y10	Mg65.0Cu15.0Zn10.0Y10.0	0.95285	0.69297	4.45	0.9058	1.4235	0.15973	0.09456	0.01809	0.28969	0.00852	1.43007	-6.27	2.38E+23	3.16E+23	8.43E+21	3.16E+23	AM	4
1084	Co1.4CrFeMnNi	Cr24.65Mn24.65Fe24.65Co1.4Ni24.65	9.42094	0.91189	7.7675	0.19002	1.7395	0.08104	0.03566	0.0078	0.13117	0.01198	5.38163	-4.02682	9.46E+22	1.10E+23	1.97E+22	1.08E+23	FCC	1
1085	Al2CaSi2	Al2.0Si2.0Ca96.0	0.33067	0.59447	2.06	0.15072	1.0302	0.14634	0.07021	0.00633	0.07527	0.00163	0.33378	-5.4832	4.27E+23	4.90E+23	0	4.90E+23	IM	3
1086	AlMo0.5NbTa0.5TiZr	Al24.75Ti24.75Zr24.75Nb24.75Mo0.5Ta0.5	5.1096	0.83978	4.015	0.17957	1.5231	0.0795	0.04832	0.0104	0.33848	0.01193	1.09451	-21.25085	4.40E+23	5.19E+23	4.13E+22	5.18E+23	BCC+IM	8
1087	Co2CrMo0.5Ni2W0.5	Cr95.0Co2.0Ni2.0Mo0.5W0.5	25.18225	0.90338	6.14	0.11288	1.6754	0.04499	0.00924	0.0005	0.06742	0.00215	5.67626	-0.8234	3.23E+22	3.72E+22	2.30E+21	3.72E+22	FCC+IM	9
1088	Al0.5CoCrCuFeNiTi1.8	Al0.5Ti1.8Cr19.54Fe19.54Co19.54Ni19.54Cu19.54	20.32502	0.83326	8.6846	0.21423	1.82954	0.05493	0.02632	0.00432	0.15045	0.01408	17.20373	1.44688	2.09E+23	2.10E+23	1.53E+23	1.44E+23	FCC+BCC+IM	12
1089	Cu47Ti33Zr11Si1Ni8	Si1.0Ti33.0Ni8.0Cu47.0Zr11.0	1.30987	0.70201	7.77	0.44017	1.7193	0.12456	0.08768	0.01143	0.18322	0.01007	0.99469	-16.8852	3.62E+23	4.74E+23	3.37E+22	4.73E+23	AM	4
1090	Al0.1CoCrFeMnNi	Al0.1Cr19.98Mn19.98Fe19.98Co19.98Ni19.98	12.30257	0.8536	7.995	0.1779	1.76584	0.07837	0.03304	0.0079	0.11996	0.01343	5.73436	-4.21642	9.05E+22	1.05E+23	1.61E+22	1.04E+23	FCC	1
1091	Ti50Ni20Cu25Sn5	Ti50.0Ni20.0Cu25.0Sn5.0	1.48417	0.75118	6.95	0.4717	1.725	0.10748	0.08076	0.0111	0.21408	0.00968	0.82969	-19.61	3.78E+23	5.19E+23	5.12E+22	5.17E+23	AM	4
1092	Hf0.5Nb0.5Ta0.5Ti1.5Zr	Ti1.5Zr97.0Nb0.5Hf0.5Ta0.5	6.23033	0.88604	4.01	0.02481	1.3352	0.02538	0.01515	0.00116	0.04649	0.00143	22.23062	0.1374	1.14E+22	1.19E+22	1.19E+22	0	BCC	0
1093	Cu54Zr27Ti9Be10	Be10.0Ti9.0Cu54.0Zr27.0	0.6816	0.68658	7.58	0.49439	1.6807	0.14837	0.11756	0.01784	0.20796	0.00942	0.73894	-20.8872	3.30E+23	5.21E+23	0	5.21E+23	AM	4
1094	Zr65Al7.5Cu17.5Ni10	Al7.5Ni10.0Cu17.5Zr65.0	0.84338	0.76723	5.75	0.52715	1.50875	0.16823	0.09974	0.01295	0.21258	0.00839	0.48532	-32.2175	3.28E+23	6.89E+23	2.06E+22	6.89E+23	AM	4
1095	CdIn3Na2	Na2.0Cd95.0In3.0	2.5972	0.82848	11.51	0.18654	1.6775	0.06431	0.02726	0.00238	0.07091	0.00193	4.70382	-0.24	4.95E+22	5.34E+22	0	5.34E+22	IM	3
1096	Al16Ru8Ti6	Al16.0Ti6.0Ru8.0	0.00337	0.87115	1.36	1.5381	0.526	1.30873	1.27944	0.06325	1.52982	0.00552	0.85773	-3.0528	6.61E+23	7.35E+23	0	7.35E+23	IM	3
1097	B6Co21Sb2	B6.0Co21.0Sb2.0	0.00262	0.41472	2.17	1.45711	0.5582	1.3203	1.35159	0.04091	1.36359	0.00478	2.37853	-1.0656	3.71E+23	3.84E+23	1.10E+23	3.68E+23	IM	3
1098	Al0.5CrMoNbV	Al0.5V24.875Cr24.875Nb24.875Mo24.875	4.84189	0.86312	5.4875	0.0964	1.76174	0.13064	0.04922	0.00853	0.13728	0.01173	6.96009	-4.20388	5.99E+22	7.37E+22	0	7.37E+22	BCC+IM	8
1099	AlCo3CuFeNi	Al24.25Fe24.25Co3.0Ni24.25Cu24.25	3.45804	0.85488	8.03	0.37863	1.81452	0.06593	0.05964	0.01305	0.23603	0.0123	3.69974	-4.87667	3.38E+23	3.48E+23	1.65E+23	3.06E+23	FCC	1
1100	Al0.6CoCrFeMnNi	Al0.6Cr19.880000000000003Mn19.880000000000003Fe19.880000000000003Co19.880000000000003Ni19.880000000000003	11.64968	0.85364	7.97	0.18342	1.76506	0.07845	0.03418	0.00819	0.12469	0.01361	5.43587	-4.4967	1.00E+23	1.15E+23	1.60E+22	1.14E+23	FCC+BCC+IM	12
1101	CoCrNiCuAl	Al20.0Cr20.0Co20.0Ni20.0Cu20.0	4.38479	0.859	7.8	0.3751	1.792	0.07228	0.05524	0.01309	0.26385	0.01338	3.25003	-6.56	3.01E+23	3.16E+23	1.27E+23	2.89E+23	BCC+FCC	5
1102	Al15.63Ni21.09Co21.09Fe21.09Cr21.09	Al15.63Cr21.09Fe21.09Co21.09Ni21.09	4.76342	0.85395	7.4286	0.31512	1.787	0.06551	0.0529	0.01265	0.21966	0.01333	2.12039	-10.84372	2.16E+23	2.60E+23	0	2.60E+23	IM	3
1103	Cr2MnFeNi	Cr2.0Mn32.666666666666664Fe32.666666666666664Ni32.666666666666664	6.34184	0.91208	8.28667	0.15412	1.76127	0.08714	0.03925	0.00644	0.0825	0.00977	3.74415	-4.42524	9.03E+22	1.18E+23	6.90E+21	1.18E+23	FCC	1
1106	Al0.5CoCrCuFeNi	Al0.5Cr19.9Fe19.9Co19.9Ni19.9Cu19.9	64.41196	0.85301	8.771	0.20115	1.83487	0.05088	0.01452	0.0028	0.15143	0.01358	8.21493	2.91734	1.72E+23	1.76E+23	1.56E+23	8.08E+22	FCC	1
1107	Al31Cu16Ni14	Al31.0Ni14.0Cu16.0	0.03025	0.83593	4.09	0.87809	1.0705	0.51079	0.50585	0.07126	0.60386	0.00774	1.58329	-3.6592	3.90E+23	4.48E+23	5.79E+22	4.44E+23	IM	3
1108	AlCo0.6CrFe0.2NiSiTi0.2	Al24.75Si24.75Ti0.2Cr24.75Fe0.2Co0.6Ni24.75	1.8879	0.77252	5.7705	0.46483	1.77032	0.07693	0.07956	0.01606	0.27269	0.01195	0.57745	-33.81264	4.63E+23	7.00E+23	0	7.00E+23	BCC+IM	8
1109	FeCoCrNiCuAlMo0.8	Al16.533333333333335Cr16.533333333333335Fe16.533333333333335Co16.533333333333335Ni16.533333333333335Cu16.533333333333335Mo0.8	5.40509	0.85428	7.81867	0.341	1.80123	0.06823	0.05296	0.01304	0.24799	0.01516	5.28748	-4.70164	2.79E+23	2.85E+23	1.43E+23	2.47E+23	BCC+IM	8
1110	Fe17.8Co17.8Ni17.8Cr17.8Mn17.8Al11	Al11.0Cr17.8Mn17.8Fe17.8Co17.8Ni17.8	5.82247	0.85437	7.45	0.27599	1.74884	0.07969	0.0504	0.01191	0.19847	0.01479	2.61726	-9.63906	2.13E+23	2.44E+23	1.51E+22	2.44E+23	FCC	1
1111	Al3CoCrCuFeNi	Al3.0Cr19.4Fe19.4Co19.4Ni19.4Cu19.4	20.2614	0.85321	8.626	0.22747	1.82922	0.05394	0.02638	0.00453	0.16871	0.0141	15.92297	1.54424	1.97E+23	1.98E+23	1.54E+23	1.24E+23	BCC	0
1112	CoCrCuFeNiNb12	Cr17.6Fe17.6Co17.6Ni17.6Cu17.6Nb12.0	7.01766	0.85591	8.344	0.24355	1.80768	0.06395	0.04597	0.01069	0.21315	0.01483	7.25249	-3.85792	2.74E+23	2.78E+23	1.30E+23	2.45E+23	IM	3
1113	CoCrFeNiAl3	Al3.0Cr24.25Fe24.25Co24.25Ni24.25	18.94551	0.85294	8.0925	0.2113	1.8137	0.0561	0.02548	0.00359	0.12971	0.0123	4.25241	-5.33257	1.15E+23	1.36E+23	0	1.36E+23	BCC	0
1114	AlCuFeNiTi	Al20.0Ti20.0Fe20.0Ni20.0Cu20.0	2.59686	0.83674	7.2	0.4427	1.758	0.08734	0.07178	0.01387	0.23548	0.01338	1.18158	-17.6	4.67E+23	5.35E+23	1.27E+23	5.19E+23	FCC	1
1115	Al7.5CoCrNi	Al7.5Cr30.833333333333332Co30.833333333333332Ni30.833333333333332	7.27467	0.85781	7.93333	0.27168	1.80117	0.06675	0.03828	0.00739	0.17578	0.01066	2.1799	-8.90056	1.62E+23	2.11E+23	0	2.11E+23	IM	3
1116	CoCrCu1FeNiTi0.5	Ti0.5Cr24.625Fe24.625Co24.625Ni24.625Cu1.0	73.15781	0.8328	8.25625	0.18451	1.8194	0.05404	0.01285	0.00121	0.09976	0.01208	6.05629	-3.72387	9.83E+22	1.10E+23	3.68E+22	1.04E+23	FCC	1
1117	MoNbTiV1.0Zr	Ti24.75V1.0Zr24.75Nb24.75Mo24.75	3.24675	0.80903	4.7525	0.17367	1.65722	0.1843	0.06049	0.01211	0.1656	0.01188	11.44028	-2.51955	7.24E+22	7.71E+22	3.30E+22	6.96E+22	BCC	0
1118	Al0.75CoCrCu0.25FeNiTi0.5	Al0.75Ti0.5Cr24.625Fe24.625Co24.625Ni24.625Cu0.25	37.60522	0.83285	8.19625	0.19166	1.81723	0.05487	0.01796	0.00182	0.10633	0.01213	5.08758	-4.44368	1.03E+23	1.19E+23	1.84E+22	1.18E+23	FCC+BCC	5
1119	Al1.5CoCrFeMo0.5Ni	Al1.5Cr24.5Fe24.5Co24.5Ni24.5Mo0.5	32.31575	0.85285	8.16	0.19663	1.81855	0.05608	0.01943	0.00226	0.12035	0.0122	4.95878	-4.583	9.33E+22	1.12E+23	0	1.12E+23	BCC+IM	8
1120	Cu46Zr42Al7Y5	Al7.0Cu46.0Y5.0Zr42.0	0.62449	0.68596	7.1	0.5088	1.6063	0.17521	0.11864	0.01037	0.2476	0.00879	0.59127	-24.8776	3.20E+23	5.76E+23	5.64E+22	5.73E+23	AM	4
1121	CoFeMoNi1.4V	V24.65Fe24.65Co24.65Ni1.4Mo24.65	8.0114	0.90289	7.042	0.2285	1.87549	0.10024	0.03867	0.00694	0.20935	0.01198	3.48431	-7.42113	1.13E+23	1.42E+23	0	1.42E+23	FCC+IM	9
1122	Al0.5CoCrCuFeNiV1.2	Al0.5V1.2Cr19.66Fe19.66Co19.66Ni19.66Cu19.66	58.55862	0.85305	8.7254	0.20647	1.8324	0.05209	0.01544	0.00306	0.15233	0.01396	9.87897	2.50084	1.77E+23	1.80E+23	1.54E+23	9.30E+22	BCC	0
1123	Mg65Cu20Ni5Gd10	Mg65.0Ni5.0Cu20.0Gd10.0	0.70822	0.67533	4.3	0.87665	1.447	0.18292	0.10734	0.01953	0.24795	0.00816	1.55459	-5.86	2.10E+23	2.80E+23	2.60E+22	2.79E+23	AM	4
1124	AlCoCrCu0.5FeNi1.5	Al24.5Cr24.5Fe24.5Co24.5Ni1.5Cu0.5	3.20264	0.85466	6.575	0.35422	1.74825	0.06519	0.06172	0.01358	0.27035	0.0122	1.79726	-11.3521	2.07E+23	2.68E+23	2.84E+22	2.67E+23	BCC+FCC	5
1125	FeCoNiAl7Ti7	Al7.0Ti7.0Fe28.666666666666668Co28.666666666666668Ni28.666666666666668	3.95956	0.83404	8.23	0.25051	1.83157	0.05937	0.05512	0.01297	0.12952	0.01203	1.70283	-12.16933	3.01E+23	3.53E+23	0	3.53E+23	IM	3
1127	HfMoNbTaTiVZr	Ti14.285714285714286V14.285714285714286Zr14.285714285714286Nb14.285714285714286Mo14.285714285714286Hf14.285714285714286Ta14.285714285714286	3.62056	0.80863	4.71429	0.14845	1.58	0.16714	0.06685	0.01548	0.17625	0.01618	27.8336	-1.46939	5.82E+22	5.93E+22	3.04E+22	5.10E+22	BCC	0
1128	Co2Cr0.5Ni2VW0.5	V95.0Cr0.5Co2.0Ni2.0W0.5	17.64007	0.9052	5.19	0.17168	1.6444	0.04419	0.01104	0.00114	0.06329	0.00215	1.87273	-2.4949	8.88E+22	1.05E+23	1.67E+20	1.05E+23	FCC+IM	9
1129	Fe20Co27Ni13Cr20Mn20	Cr20.0Mn20.0Fe20.0Co27.0Ni13.0	12.33921	0.9118	7.93	0.16848	1.7639	0.07731	0.03267	0.00776	0.11841	0.01317	6.30538	-3.768	8.05E+22	9.42E+22	1.61E+22	9.29E+22	FCC	1
1130	CoCrFeNiCuAl0.5B0.2	B0.2Al0.5Cr19.86Fe19.86Co19.86Ni19.86Cu19.86	30.35832	0.5683	8.7594	0.20336	1.83528	0.05106	0.02122	0.00308	0.15191	0.01367	8.81584	2.7383	1.77E+23	1.80E+23	1.56E+23	9.14E+22	FCC+IM	9
1131	B6Ni21Sn2	B6.0Ni21.0Sn2.0	0.00259	0.34592	2.36	1.48825	0.5627	1.31939	1.35826	0.04172	1.39167	0.00478	2.0634	-1.1904	3.74E+23	3.91E+23	8.79E+22	3.81E+23	IM	3
1132	Al0.13CoCrCuFeMnNiTiV	Al0.13Ti12.48375V12.48375Cr12.48375Mn12.48375Fe12.48375Co12.48375Ni12.48375Cu12.48375	5.69611	0.83524	7.49415	0.30631	1.73733	0.08554	0.05519	0.01303	0.15107	0.01735	3.83543	-8.18698	2.91E+23	3.03E+23	1.01E+23	2.85E+23	BCC+FCC	5
1134	CoCrFeCuMn	Cr20.0Mn20.0Fe20.0Co20.0Cu20.0	13.39082	0.91196	8.2	0.20981	1.764	0.07728	0.03161	0.0072	0.16243	0.01338	5.55514	4.16	1.61E+23	1.70E+23	1.61E+23	5.50E+22	FCC	1
1135	MoNbHf1.5ZrTi	Ti24.625Zr24.625Nb24.625Mo24.625Hf1.5	3.32225	0.83918	4.73875	0.17472	1.65214	0.18626	0.0601	0.01203	0.16468	0.012	12.02151	-2.42556	7.27E+22	7.70E+22	3.36E+22	6.92E+22	BCC	0
1136	CoCrFeNiHf0.4	Cr24.9Fe24.9Co24.9Ni24.9Hf0.4	40.05915	0.76197	8.233	0.18222	1.81792	0.05607	0.01709	0.0012	0.09839	0.0117	5.28879	-4.14635	9.28E+22	1.09E+23	0	1.09E+23	FCC+IM	9
1137	Al40Cu15Cr15Fe15Si15	Al40.0Si15.0Cr15.0Fe15.0Cu15.0	1.93673	0.7933	5.55	0.52058	1.7375	0.07417	0.08037	0.0137	0.3249	0.01251	1.12624	-15.87	4.45E+23	5.28E+23	1.35E+23	5.11E+23	IM	3
1138	PdPtRhIrCuNi	Ni16.666666666666668Cu16.666666666666668Rh16.666666666666668Pd16.666666666666668Ir16.666666666666668Pt16.666666666666668	9.91788	0.89146	9.83333	0.06988	2.12833	0.07578	0.03876	0.00873	0.21466	0.0149	11.57417	-2.55556	1.25E+23	1.27E+23	4.75E+22	1.18E+23	FCC	1
1139	B2Mo2Ni	B2.0Ni96.0Mo2.0	0.64836	0.59939	9.78	0.11439	1.9176	0.0204	0.05014	0.00425	0.10407	0.00163	1.18057	-2.4352	1.28E+23	1.45E+23	0	1.45E+23	IM	3
1140	AlCoCrFeMo0.3Ni	Al19.94Cr19.94Fe19.94Co19.94Ni19.94Mo0.3	4.03272	0.85431	7.1964	0.34449	1.77915	0.06868	0.05788	0.01389	0.24487	0.01351	1.855	-12.29165	2.36E+23	2.89E+23	0	2.89E+23	BCC+IM	8
1141	ZrHfTiCuCo	Ti20.0Co20.0Cu20.0Zr20.0Hf20.0	1.27552	0.76667	6.4	0.46979	1.59	0.16265	0.10242	0.01929	0.19616	0.01338	1.10371	-23.52	4.25E+23	5.08E+23	4.48E+22	5.06E+23	IM	3
1142	AlCoCrCuNiTiY0.8	Al16.533333333333335Ti16.533333333333335Cr16.533333333333335Co16.533333333333335Ni16.533333333333335Cu16.533333333333335Y0.8	2.63644	0.65857	7.13333	0.42529	1.74576	0.09029	0.07583	0.01696	0.24426	0.01516	1.48577	-16.86135	4.33E+23	4.82E+23	1.06E+23	4.70E+23	IM	3
1143	CoCrFeNiCuAlSi	Al14.285714285714286Si14.285714285714286Cr14.285714285714286Fe14.285714285714286Co14.285714285714286Ni14.285714285714286Cu14.285714285714286	4.30584	0.79055	7.28571	0.38623	1.81286	0.0639	0.0613	0.01356	0.22207	0.01618	1.40536	-18.85714	5.14E+23	5.60E+23	1.21E+23	5.47E+23	BCC	0
1144	CoFeNiNb0.5	Fe33.166666666666664Co33.166666666666664Ni33.166666666666664Nb0.5	77.55449	0.85474	8.98	0.09598	1.87197	0.02038	0.01098	0.00094	0.04341	0.00935	9.26075	-1.791	7.04E+22	7.64E+22	0	7.64E+22	FCC+IM	9
1145	Co57.6Fe14.4B19.2Si4.8Nb4	B19.2Si4.8Fe14.4Co57.6Nb4.0	0.43981	0.56013	7.304	0.33591	1.89328	0.04799	0.14988	0.0284	0.14756	0.00988	0.78193	-24.27187	2.95E+23	5.02E+23	0	5.02E+23	AM	4
1146	AlB0.5CoCrCuFeMoNiSiTi	B0.5Al11.055555555555555Si11.055555555555555Ti11.055555555555555Cr11.055555555555555Fe11.055555555555555Co11.055555555555555Ni11.055555555555555Cu11.055555555555555Mo11.055555555555555	3.05829	0.55966	6.75889	0.40025	1.82221	0.09834	0.07765	0.01904	0.28056	0.01844	1.45099	-23.05378	5.44E+23	5.85E+23	1.19E+23	5.73E+23	BCC+IM	8
1147	Al17Co14.3Cr14.3Fe14.3Ni40.1	Al17.0Cr14.3Fe14.3Co14.3Ni40.1	4.18504	0.85405	7.809	0.3273	1.80752	0.06726	0.05463	0.01251	0.21932	0.01249	1.68138	-12.44368	2.41E+23	3.07E+23	0	3.07E+23	IM	3
1148	Al0.25CoCrCuFeMnNiTiV	Al0.25Ti12.46875V12.46875Cr12.46875Mn12.46875Fe12.46875Co12.46875Ni12.46875Cu12.46875	5.69479	0.83525	7.48875	0.30705	1.73718	0.08554	0.05526	0.01307	0.152	0.01739	3.81545	-8.24403	2.92E+23	3.03E+23	1.01E+23	2.86E+23	BCC	0
1149	Mg65Cu20Zn5Y10	Mg65.0Cu20.0Zn5.0Y10.0	0.81194	0.69257	4.4	0.89593	1.436	0.17105	0.10025	0.01812	0.27639	0.00816	1.48143	-5.98	2.11E+23	2.87E+23	6.67E+21	2.87E+23	AM	4
1150	TiCrFeNiMn	Ti20.0Cr20.0Mn20.0Fe20.0Ni20.0	3.06512	0.83572	7	0.28571	1.698	0.08762	0.06607	0.01399	0.11987	0.01338	1.84962	-13.28	2.85E+23	3.30E+23	1.58E+22	3.30E+23	FCC+IM	9
1151	Al0.2CrCuFeNi	Al0.2Cr24.95Fe24.95Ni24.95Cu24.95	65.69054	0.85301	8.7385	0.22149	1.82457	0.05507	0.0133	0.0026	0.16648	0.01162	4.4234	4.64319	1.90E+23	2.02E+23	1.85E+23	7.90E+22	FCC	1
1153	Al9Mn4Si3	Al9.0Si3.0Mn4.0	0.00084	0.68895	0.67	2.32377	0.2639	2.10825	2.10882	0.03848	2.20652	0.00375	1.05449	-0.6948	7.83E+23	8.04E+23	0	8.04E+23	IM	3
1154	CoCrNiAl3Ti3	Al3.0Ti3.0Cr31.333333333333332Co31.333333333333332Ni31.333333333333332	7.69012	0.83773	8.04333	0.25014	1.80217	0.06806	0.03751	0.00682	0.13791	0.01082	2.24744	-8.97742	1.88E+23	2.31E+23	0	2.31E+23	IM	3
1155	NbTiV4Zr	Ti32.0V4.0Zr32.0Nb32.0	3.35014	0.81037	4.36	0.11009	1.4956	0.07802	0.05507	0.00987	0.14951	0.01016	10.98376	2.0992	4.08E+22	4.86E+22	4.57E+22	1.65E+22	BCC	0
1156	CoCrFeNiAl0.38	Al0.38Cr24.905Fe24.905Co24.905Ni24.905	123.22437	0.85273	8.23005	0.18361	1.8192	0.05352	0.00974	0.00093	0.1012	0.01169	5.52013	-3.95626	7.22E+22	9.02E+22	0	9.02E+22	FCC	1
1157	Al0.3CoCrCuFe	Al0.3Cr24.925Fe24.925Co24.925Cu24.925	62.3055	0.85307	8.4835	0.21513	1.81688	0.05228	0.01368	0.00254	0.16575	0.01166	3.40166	6.08993	1.76E+23	1.97E+23	1.90E+23	5.08E+22	FCC	1
1158	AlCCoCrFeNi	C16.666666666666668Al16.666666666666668Cr16.666666666666668Fe16.666666666666668Co16.666666666666668Ni16.666666666666668	0.52442	0.53314	6.66667	0.38406	1.90667	0.16156	0.16856	0.03945	0.5466	0.0149	0.96452	-33.88889	5.07E+23	6.01E+23	0	6.01E+23	BCC+IM	8
1159	CoCrFeMnNiPd0.6	Cr19.880000000000003Mn19.880000000000003Fe19.880000000000003Co19.880000000000003Ni19.880000000000003Pd0.6	12.2441	0.89343	8.012	0.17703	1.7686	0.08027	0.03334	0.00803	0.11863	0.01361	5.68118	-4.31539	9.48E+22	1.09E+23	1.60E+22	1.08E+23	FCC+IM	9
1160	CrMn0.3FeVCu0.06	V33.21333333333333Cr33.21333333333333Mn0.3Fe33.21333333333333Cu0.06	12.85649	0.91182	6.33813	0.19733	1.70631	0.05184	0.02691	0.00423	0.0864	0.00931	4.36554	-4.38457	5.95E+22	8.65E+22	9.41E+21	8.60E+22	BCC	0
1161	Al58.5Mg31.5Zn4.5Cu4.5Si1	Mg31.5Al58.5Si1.0Cu4.5Zn4.5	1.97944	0.71045	3.46	0.74466	1.53325	0.10748	0.06491	0.01035	0.13482	0.00834	2.91994	-2.7018	1.54E+23	1.83E+23	1.29E+22	1.82E+23	IM	3
1162	Ce65Al10Ni10Cu10Nb5	Al10.0Ni10.0Cu10.0Nb5.0Ce65.0	0.445	0.67323	4.6	0.65	1.35	0.24103	0.14472	0.01873	0.33051	0.00932	0.58014	-19.86	6.74E+23	8.73E+23	3.60E+23	7.96E+23	AM	4
1163	AlC1.5CoCrFeNi	C1.5Al19.7Cr19.7Fe19.7Co19.7Ni19.7	2.42428	0.54221	7.152	0.34868	1.78958	0.08497	0.07553	0.01594	0.31796	0.01383	1.63333	-14.64813	3.11E+23	3.65E+23	0	3.65E+23	BCC+IM	8
1164	Al0.3CrFe1.5MnNi0.5Si0.2	Al0.3Si0.2Cr48.75Mn48.75Fe1.5Ni0.5	4.34246	0.79258	6.5245	0.0954	1.6105	0.0408	0.03963	0.00088	0.17904	0.00682	10.26355	1.22614	8.71E+22	9.02E+22	3.83E+22	8.17E+22	IM	3
1165	Co0.5CrFeMn1.5Ni	Cr32.666666666666664Mn1.5Fe32.666666666666664Co0.5Ni32.666666666666664	86.76858	0.91122	7.99	0.20309	1.79665	0.05997	0.01066	0.00118	0.10544	0.00986	4.23788	-4.42021	6.60E+22	9.44E+22	5.34E+21	9.42E+22	FCC+IM	9
1166	SrCaYbMgZn0.5Cu0.5	Mg24.75Ca24.75Cu0.5Zn0.5Sr24.75Yb24.75	0.81699	0.58503	2.3425	0.43434	1.09685	0.14024	0.12084	0.02087	0.07813	0.01193	3.15931	-3.95	1.67E+23	1.92E+23	2.42E+22	1.91E+23	AM	4
1167	Al0.19CoCrFeMnNi	Al0.19Cr19.962Mn19.962Fe19.962Co19.962Ni19.962	12.18384	0.85361	7.9905	0.17891	1.7657	0.07838	0.03325	0.00795	0.12083	0.01347	5.68068	-4.26709	9.23E+22	1.07E+23	1.61E+22	1.06E+23	BCC+IM	8
1169	AlCu2Ti	Al49.0Ti49.0Cu2.0	17.25324	0.86791	3.65	0.31803	1.5815	0.03616	0.01935	0.00166	0.34749	0.00646	0.31756	-29.204	1.74E+23	7.43E+23	0	7.43E+23	IM	3
1170	Al0.15CoCrFeMnNi	Al0.15Cr19.97Mn19.97Fe19.97Co19.97Ni19.97	12.23926	0.85361	7.9925	0.17846	1.76577	0.07837	0.03315	0.00793	0.12044	0.01345	5.70342	-4.24458	9.15E+22	1.06E+23	1.61E+22	1.05E+23	BCC+FCC+IM	12
1171	Fe40Mn40Co10Cr10	Cr10.0Mn40.0Fe40.0Co10.0	5.97975	0.91229	7.5	0.1075	1.706	0.08106	0.04073	0.00482	0.117	0.00992	17.8436	-0.96	4.68E+22	4.96E+22	1.68E+22	4.67E+22	FCC	1
1172	MoNbTiV0.25Zr	Ti24.9375V0.25Zr24.9375Nb24.9375Mo24.9375	3.2301	0.80908	4.75063	0.17434	1.65743	0.18497	0.06003	0.01191	0.16587	0.01164	11.28297	-2.50497	7.28E+22	7.74E+22	3.33E+22	6.99E+22	BCC	0
1173	Al0.75HfNbTiZr	Al0.75Ti24.8125Zr24.8125Nb24.8125Hf24.8125	4.95715	0.88368	4.24063	0.10486	1.44376	0.09005	0.04881	0.00743	0.14527	0.01181	18.42559	1.48751	1.02E+23	1.03E+23	4.65E+22	9.21E+22	BCC	0
1174	Al0.75CoFeNi	Al0.75Fe33.083333333333336Co33.083333333333336Ni33.083333333333336	52.67438	0.85273	8.955	0.10767	1.87136	0.02135	0.01338	0.00117	0.04516	0.00943	9.08581	-1.82951	6.36E+22	7.05E+22	0	7.05E+22	FCC+IM	9
1175	Cu50Zr47Al3	Al3.0Cu50.0Zr47.0	0.54021	0.78363	7.47	0.47309	1.6234	0.17283	0.11145	0.00249	0.23595	0.00671	0.47407	-24.1616	1.58E+23	5.22E+23	0	5.22E+23	AM	4
1176	AlCrFeNi3	Al32.333333333333336Cr32.333333333333336Fe32.333333333333336Ni3.0	2.20803	0.8552	5.79667	0.37168	1.7063	0.05827	0.06723	0.0113	0.31335	0.00998	1.57726	-10.40271	1.49E+23	2.35E+23	0	2.35E+23	FCC+IM	9
1178	Al16.00Co21.00Cr21.00Fe21.00Ni21.00	Al16.0Cr21.0Fe21.0Co21.0Ni21.0	4.6834	0.85398	7.41	0.3177	1.7864	0.06571	0.05337	0.0128	0.22169	0.01334	2.09188	-10.9788	2.18E+23	2.63E+23	0	2.63E+23	IM	3
1179	Ni50Nb20Hf10Ti20	Ti20.0Ni50.0Nb20.0Hf10.0	1.31248	0.77278	7.2	0.39185	1.713	0.12384	0.08794	0.01094	0.20262	0.01015	0.61718	-33.76	3.66E+23	6.12E+23	2.44E+22	6.12E+23	AM	4
1180	Al0.2CoCrFeMnNi	Al0.2Cr19.96Mn19.96Fe19.96Co19.96Ni19.96	12.1692	0.85361	7.99	0.17902	1.76569	0.07838	0.03327	0.00796	0.12092	0.01347	5.67292	-4.27272	9.25E+22	1.07E+23	1.61E+22	1.06E+23	FCC	1
1181	Al0.25CoFeNi	Al0.25Fe33.25Co33.25Ni33.25	134.74167	0.85269	8.985	0.09669	1.87268	0.01895	0.00829	0.00073	0.03041	0.00926	10.91086	-1.49957	4.06E+22	4.77E+22	0	4.77E+22	FCC	1
1182	Cu43Zr43Al7Ag7	Al7.0Cu43.0Zr43.0Ag7.0	0.83367	0.78389	7.43	0.48162	1.6367	0.1688	0.10465	0.00683	0.25913	0.00913	0.61078	-24.6744	3.19E+23	5.69E+23	1.52E+22	5.69E+23	AM	4
1183	MoNbHfZr1.5Ti	Ti24.625Zr1.5Nb24.625Mo24.625Hf24.625	4.06688	0.83894	4.73875	0.17472	1.6452	0.19156	0.05432	0.01068	0.14473	0.012	15.33394	-1.97	6.47E+22	6.77E+22	3.24E+22	5.94E+22	BCC	0
1184	Pd73.5Cu10Si16.5	Si16.5Cu10.0Pd73.5	1.59795	0.83067	9.11	0.25146	2.1205	0.06244	0.06264	0.00743	0.08136	0.00627	0.34386	-32.0505	3.92E+23	8.11E+23	0	8.11E+23	AM	4
